Date/Time,Lat,Lon,error
2/29/20 10:40:58,51.49153137207031,46.16350173950195,0
3/12/20 09:49:10,51.49195098876953,45.92387008666992,0
1/26/20 16:51:49,51.510231018066406,45.991249084472656,0
3/3/20 13:47:14,51.50442123413086,46.11394119262695,1
2/15/20 19:25:29,51.58298873901367,45.96697998046875,0
1/21/20 23:15:02,51.53985977172852,45.99945831298828,3
2/17/20 09:04:03,51.54207992553711,45.98683166503906,0
1/29/20 08:41:29,51.479698181152344,46.13235092163086,2
3/6/20 09:18:41,51.60924911499024,45.99188995361328,3
1/26/20 01:54:00,51.51213073730469,45.95238876342773,3
2/13/20 17:32:02,51.48981857299805,46.16572952270508,0
1/27/20 11:54:47,51.53395080566406,45.97666931152344,1
2/16/20 19:43:10,51.48820877075195,45.93136978149414,3
2/25/20 10:44:48,51.59452819824219,45.96646118164063,1
1/22/20 12:21:03,51.61140060424805,46.01763153076172,2
3/1/20 20:16:15,51.60577011108398,46.028770446777344,7
3/6/20 15:18:39,51.48875045776367,46.124290466308594,1
1/26/20 16:57:31,51.60393142700195,46.00220108032226,1
2/9/20 08:02:55,51.55059051513672,46.06135177612305,1
2/1/20 16:21:19,51.54378890991211,46.00936889648438,0
2/29/20 12:32:15,51.56684112548828,45.98033142089844,0
2/2/20 10:27:09,51.513038635253906,45.99555969238281,3
3/1/20 09:38:10,51.54901885986328,46.017311096191406,1
2/25/20 00:41:15,51.51015853881836,45.95832824707031,0
2/13/20 21:56:55,51.57688903808594,46.01113891601562,3
2/14/20 14:19:04,51.50799942016602,45.93587875366211,0
2/28/20 13:21:05,51.5157699584961,45.96656036376953,2
2/22/20 08:13:16,51.53393173217773,46.00505065917969,0
1/23/20 08:29:31,51.61182022094727,46.02148056030274,1
1/23/20 14:50:04,51.51919174194336,45.98844909667969,5
2/7/20 14:57:39,51.600868225097656,45.97549819946289,1
3/4/20 13:56:29,51.52753829956055,46.0389518737793,0
1/27/20 12:50:57,51.53804016113281,45.98614883422852,0
3/11/20 10:45:27,51.54037857055664,46.01470947265625,1
2/16/20 20:58:21,51.53472900390625,46.03144073486328,1
2/7/20 17:31:16,51.57683944702149,45.96031951904297,0
1/25/20 09:31:39,51.529518127441406,46.04529190063477,4
2/22/20 05:17:17,51.470130920410156,46.14773941040039,1
3/2/20 07:18:03,51.54145812988281,45.97267150878906,0
1/23/20 18:42:36,51.535240173339844,45.97338104248047,3
1/26/20 13:26:13,51.53961181640625,46.00027084350586,1
3/3/20 13:33:03,51.5076904296875,45.93431091308594,0
1/31/20 15:09:41,51.5977783203125,45.91814041137695,0
2/10/20 18:35:46,51.53171920776367,46.016380310058594,1
2/28/20 16:04:57,51.47758865356445,46.13457870483398,0
3/14/20 11:45:45,51.48797988891602,46.12638854980469,0
2/27/20 20:15:43,51.5459213256836,46.01631164550781,0
2/15/20 08:51:33,51.55150985717773,46.02890014648438,1
2/21/20 20:00:21,51.53582000732422,46.02605056762695,3
1/25/20 17:54:28,51.50852966308594,46.18048858642578,1
2/2/20 19:26:11,51.47647094726562,46.13864135742188,2
1/30/20 08:29:13,51.60506820678711,45.98963928222656,2
3/6/20 21:08:27,51.47663116455078,46.1347885131836,0
1/28/20 19:35:01,51.59980010986328,45.92367935180664,1
2/24/20 19:06:39,51.59859848022461,46.00185012817383,0
3/6/20 12:30:32,51.52133178710938,46.0117416381836,1
3/3/20 10:49:08,51.5269889831543,46.04576110839844,0
3/16/20 14:20:01,51.62284851074219,45.97357177734375,0
2/13/20 18:01:22,51.52917861938477,46.04040145874024,0
2/8/20 16:19:31,51.52764892578125,46.04727172851562,0
2/14/20 14:22:41,51.48741912841797,46.12480926513672,2
2/11/20 14:15:41,51.59033966064453,45.93939971923828,2
1/25/20 15:05:41,51.49932861328125,46.09572982788086,3
1/29/20 08:45:44,51.5843505859375,45.97394180297852,1
1/20/20 06:20:06,51.46944046020508,46.13576126098633,0
2/7/20 20:45:05,51.48719024658203,46.13914108276367,0
3/2/20 08:55:05,51.46625137329102,46.14302062988281,1
1/23/20 09:09:44,51.4781608581543,46.13179016113281,2
2/28/20 08:12:57,51.53202819824219,46.04436874389648,1
1/23/20 18:00:36,51.49533081054688,46.12234115600586,0
2/19/20 11:53:44,51.52939987182617,46.01937866210938,5
2/20/20 20:19:24,51.52883911132813,45.98318862915039,1
2/11/20 13:43:34,51.52616882324219,46.0494499206543,0
2/10/20 23:11:58,51.5270881652832,46.05302810668945,0
2/16/20 09:13:25,51.53308868408203,46.02524185180664,0
2/7/20 17:16:06,51.52444076538086,46.043739318847656,0
1/24/20 11:21:04,51.516029357910156,46.005149841308594,0
2/11/20 21:41:49,51.56269073486328,45.99225997924805,0
1/30/20 07:58:09,51.52901840209961,45.96704864501953,3
3/5/20 07:00:10,51.57122039794922,46.0059700012207,1
2/18/20 17:43:56,51.4764404296875,46.10466003417969,0
3/4/20 19:30:25,51.58324813842773,45.97761154174805,1
2/14/20 19:57:05,51.60110092163086,46.0012092590332,1
2/3/20 09:36:02,51.492530822753906,45.93526840209961,0
3/9/20 15:07:31,51.58531188964844,45.94662094116211,2
2/17/20 07:16:18,51.52991104125977,46.06307983398438,1
2/7/20 14:23:58,51.57720947265625,46.00999069213867,2
2/3/20 11:53:48,51.54249954223633,46.01456832885742,1
2/22/20 09:53:42,51.58306884765625,45.97787857055664,1
3/1/20 17:49:26,51.498130798339844,45.9552001953125,5
2/2/20 16:52:48,51.49425888061523,46.1249885559082,1
2/22/20 09:35:55,51.5895881652832,45.93233108520508,1
3/14/20 13:54:35,51.612060546875,45.97153091430664,2
1/20/20 06:40:57,51.59994125366211,45.95853042602539,0
2/24/20 15:22:27,51.49401092529297,46.10966873168945,3
3/16/20 09:15:58,51.53438949584961,46.00400161743164,0
3/7/20 03:25:20,51.5283203125,46.05413055419922,0
1/27/20 14:59:41,51.51585006713867,46.0064582824707,0
2/20/20 12:11:25,51.49716186523438,46.13100051879883,3
1/23/20 19:21:01,51.536399841308594,46.02313995361328,4
3/10/20 11:42:15,51.50598907470703,45.98115921020508,2
2/21/20 14:03:26,51.53498077392578,46.00971984863281,2
2/3/20 16:14:56,51.64649963378906,46.192161560058594,6
3/12/20 09:13:56,51.56700134277344,46.05522918701172,0
3/7/20 18:14:18,51.53593826293945,46.01536178588867,2
2/27/20 06:40:07,51.4664306640625,45.9132308959961,0
3/7/20 20:57:16,51.493370056152344,46.12070846557617,0
2/6/20 06:28:16,51.58245849609375,45.97381973266602,2
1/27/20 12:38:29,51.60477066040039,46.01208114624024,2
3/10/20 11:26:04,51.61093139648438,45.98725128173828,1
1/20/20 16:34:24,51.54293823242188,46.012779235839844,1
2/4/20 06:52:01,51.55722045898438,46.02288055419922,0
3/7/20 10:15:06,51.54138946533203,45.99858856201172,1
2/20/20 14:32:38,51.61286926269531,46.01335906982422,12
2/14/20 06:32:40,51.58071899414063,45.96416854858398,1
2/18/20 21:48:44,51.5265998840332,46.00389862060547,2
3/7/20 18:47:36,51.56893920898438,46.00841903686523,4
2/17/20 20:29:07,51.52180099487305,46.02827835083008,0
3/3/20 16:48:17,51.51890182495117,45.97647094726562,3
2/22/20 19:47:30,51.583778381347656,45.95159149169922,0
2/28/20 12:09:29,51.50500106811523,45.95335006713867,1
1/22/20 20:07:35,51.53260040283203,46.00967025756836,2
3/14/20 15:04:27,51.53107070922852,46.01425170898438,2
2/17/20 19:56:22,51.48406982421875,46.128578186035156,1
2/21/20 11:38:30,51.52267074584961,46.00075149536133,1
1/20/20 00:11:47,51.53324890136719,46.02508926391602,2
3/4/20 10:00:46,51.59505844116211,45.93653869628906,3
1/29/20 19:18:23,51.50864028930664,45.98852920532226,0
2/25/20 17:26:58,51.4746208190918,45.92774963378906,0
3/7/20 20:57:58,51.536598205566406,46.01610946655274,2
2/6/20 23:09:32,51.59854125976562,45.998619079589844,0
2/27/20 18:30:59,51.52777099609375,46.02014923095703,2
2/9/20 20:57:34,51.5293197631836,46.05337905883789,2
2/5/20 08:40:51,51.48165893554688,46.13637924194336,1
2/13/20 13:08:36,51.55284118652344,45.99158096313477,1
2/3/20 14:41:18,51.53947830200195,46.01218032836914,4
2/13/20 16:07:27,51.49462890625,45.95428085327149,0
2/7/20 20:17:41,51.500450134277344,46.12794876098633,2
2/25/20 21:40:40,51.54051971435547,46.00448989868164,2
2/7/20 19:17:32,51.601158142089844,46.00117874145508,5
2/21/20 21:58:25,51.60773086547852,45.973670959472656,0
3/5/20 06:17:44,51.60544967651367,46.0161018371582,0
2/12/20 08:27:46,51.572059631347656,46.0006217956543,0
3/5/20 21:46:35,51.54441833496094,46.02288818359375,1
2/18/20 19:45:31,51.5703010559082,45.98373031616211,3
3/13/20 14:31:11,51.52909851074219,46.02843856811523,0
3/14/20 22:02:31,51.562049865722656,45.99201965332031,1
1/31/20 08:27:22,51.519920349121094,46.02128982543945,2
2/27/20 17:46:02,51.61056137084961,45.99615097045898,3
2/22/20 15:02:46,51.49792098999024,45.91651153564453,0
2/20/20 17:45:00,51.56192016601562,45.9892692565918,1
2/12/20 23:03:59,51.52861022949219,46.001258850097656,1
2/22/20 09:36:20,51.52827072143555,46.00368118286133,1
3/16/20 21:43:01,51.49745178222656,45.93632888793945,1
2/29/20 13:51:40,51.62112045288086,45.973060607910156,1
1/24/20 12:17:17,51.532630920410156,46.04008865356445,0
3/10/20 20:21:52,51.50228881835938,46.1178207397461,2
3/5/20 13:56:06,51.50331115722656,46.1184196472168,1
1/23/20 16:11:18,51.531898498535156,46.046791076660156,0
2/12/20 14:55:12,51.61537170410156,45.975181579589844,2
3/15/20 15:40:01,51.47470092773438,46.16130828857422,0
1/20/20 17:00:55,51.58300018310547,45.97760009765625,0
2/14/20 13:35:44,51.53404998779297,46.01256942749024,3
2/4/20 10:25:55,51.52252960205078,46.01401138305664,0
3/7/20 21:39:19,51.4970703125,45.9239387512207,0
3/6/20 14:02:58,51.53789138793945,46.00831985473633,2
3/15/20 20:30:09,51.50812911987305,45.978721618652344,1
1/24/20 12:15:19,51.57529067993164,46.0097885131836,1
3/11/20 08:10:21,51.59115982055664,45.96295166015625,1
1/27/20 18:30:01,51.58039093017578,45.97034072875977,0
2/2/20 03:03:35,51.5282096862793,46.017478942871094,1
3/12/20 20:57:16,51.53041076660156,46.03409957885742,4
2/25/20 14:22:59,51.52299118041992,46.01940155029297,0
2/16/20 09:43:43,51.509010314941406,45.98244857788086,1
3/14/20 15:45:54,51.55426025390625,46.04967880249024,3
2/11/20 12:13:14,51.47098922729492,46.13948822021485,1
1/20/20 14:36:45,51.55194091796875,46.00954818725586,1
2/10/20 08:41:19,51.47311019897461,45.92951965332031,3
2/12/20 10:37:31,51.6036605834961,46.02051162719727,0
2/27/20 20:30:13,51.53876876831055,46.05548095703125,4
1/29/20 18:17:59,51.60876083374024,46.01493835449219,0
1/25/20 15:22:31,51.52164840698242,45.99420166015625,0
1/22/20 07:44:14,51.52640151977539,45.98291015625,0
1/26/20 12:48:46,51.523399353027344,46.00259017944336,3
1/25/20 08:20:02,51.48012161254883,46.12300109863281,2
2/24/20 21:36:38,51.52080917358398,46.01898956298828,0
3/15/20 00:57:09,51.534828186035156,46.044349670410156,2
2/24/20 14:40:08,51.54264831542969,45.99795150756836,4
2/16/20 13:27:37,51.52027893066406,46.00461959838867,0
1/22/20 20:45:16,51.580650329589844,45.96706008911133,7
2/1/20 15:23:14,51.51897811889648,46.00983810424805,0
2/9/20 09:09:39,51.5322494506836,46.01015853881836,0
2/20/20 19:31:46,51.59534072875977,45.968040466308594,3
2/12/20 10:43:30,51.56536102294922,45.98482131958008,0
3/1/20 10:40:53,51.49367141723633,45.93735122680664,1
3/3/20 19:31:33,51.48258972167969,46.1315803527832,1
2/11/20 20:37:04,51.529090881347656,46.0452995300293,0
2/1/20 05:43:36,51.54153060913086,45.998779296875,0
1/30/20 13:35:18,51.50825881958008,45.98487091064453,1
1/27/20 19:15:29,51.601478576660156,45.961181640625,3
2/24/20 08:55:18,51.5352783203125,46.04362106323242,1
1/26/20 19:43:45,51.58073043823242,45.95589828491211,2
2/21/20 15:09:47,51.489990234375,45.95344924926758,3
3/11/20 13:14:03,51.52935028076172,46.028709411621094,0
2/15/20 14:24:48,51.52360916137695,46.00371170043945,1
3/7/20 15:49:50,51.50519180297852,45.94963073730469,0
1/27/20 11:29:39,51.54156112670898,46.00085067749024,2
2/26/20 11:16:19,51.60005187988281,45.910560607910156,2
2/3/20 08:26:39,51.60126876831055,46.00128173828125,2
1/25/20 20:09:29,51.57365036010742,46.07183074951172,3
3/7/20 10:34:02,51.52104949951172,46.01171112060547,1
2/11/20 07:21:21,51.56013107299805,45.98912048339844,0
3/8/20 18:14:13,51.533851623535156,46.02119827270508,1
2/20/20 12:20:44,51.53181838989258,45.98418045043945,2
3/15/20 20:55:02,51.60866928100586,46.012489318847656,1
2/27/20 16:27:57,51.48067092895508,46.13489151000977,1
2/18/20 18:26:35,51.60123062133789,45.90507125854492,0
3/14/20 12:29:23,51.49494934082031,46.11940002441406,2
2/2/20 17:34:56,51.52983856201172,46.0342903137207,0
1/23/20 11:20:46,51.52423095703125,46.0154914855957,0
1/28/20 22:57:29,51.54359817504883,46.02751159667969,0
2/10/20 15:09:24,51.58852005004883,45.98717880249024,2
1/30/20 13:13:33,51.53553009033203,46.03221130371094,1
2/18/20 11:40:51,51.62181091308594,45.97341918945313,1
2/21/20 07:12:34,51.52470016479492,46.02225875854492,0
2/26/20 20:37:24,51.54803848266602,46.006019592285156,4
2/12/20 15:24:33,51.60223007202149,46.01736068725586,1
1/23/20 13:04:39,51.51919174194336,46.01044082641602,1
2/15/20 12:15:56,51.61291122436523,45.98030853271485,0
3/16/20 14:31:02,51.49066162109375,46.114990234375,1
2/25/20 11:24:52,51.59006881713867,46.12884140014648,5
3/1/20 20:19:53,51.50127029418945,45.94572067260742,1
3/14/20 21:09:36,51.56407928466797,45.98966979980469,7
2/27/20 17:35:54,51.53126907348633,46.02159881591797,1
2/28/20 15:31:18,51.52463150024414,46.01192855834961,0
2/16/20 10:14:26,51.604209899902344,45.98437118530274,2
1/28/20 13:40:25,51.5679702758789,45.96417999267578,3
1/21/20 14:15:48,51.52664184570313,46.03681945800781,0
3/4/20 18:56:00,51.5776596069336,45.961158752441406,3
3/12/20 15:27:40,51.53162002563477,45.98371124267578,1
1/31/20 12:47:01,51.54565811157226,45.99930953979492,0
3/13/20 07:53:42,51.46559143066406,45.91191101074219,0
3/15/20 07:33:53,51.4751205444336,46.11928176879883,1
3/7/20 20:35:49,51.50239181518555,46.17230987548828,1
1/21/20 12:42:29,51.53485870361328,46.01071166992188,0
1/24/20 14:39:34,51.5738296508789,46.07255172729492,3
2/14/20 20:09:18,51.50149154663086,45.93840026855469,0
1/21/20 20:07:08,51.5317611694336,46.06446075439453,4
3/2/20 21:49:49,51.52090072631836,46.01411819458008,0
1/23/20 11:44:28,51.53118133544922,46.0548095703125,0
2/3/20 13:30:37,51.59904098510742,45.92060089111328,1
2/6/20 10:26:15,51.57246017456055,45.88496017456055,1
2/15/20 18:14:22,51.533409118652344,46.00363159179688,1
3/10/20 09:46:37,51.53083038330078,45.9841194152832,2
3/6/20 07:54:54,51.597450256347656,45.96192169189453,1
1/30/20 17:56:30,51.518310546875,45.98971176147461,0
2/15/20 17:24:11,51.57862091064453,46.074668884277344,1
1/21/20 11:13:35,51.56037139892578,45.9935417175293,4
3/4/20 21:30:58,51.59764099121094,45.95954132080078,1
3/2/20 12:17:40,51.57690811157226,45.97298049926758,1
3/5/20 22:42:00,51.52703094482422,46.00296020507813,1
2/17/20 15:13:37,51.54959106445313,46.04650115966797,0
3/14/20 13:19:22,51.60726165771485,45.99922180175781,3
2/28/20 19:15:46,51.52843856811523,45.98077011108398,0
3/8/20 11:55:05,51.53054809570313,46.01996994018555,8
3/9/20 14:42:54,51.4991683959961,46.0943717956543,1
2/10/20 12:39:25,51.4822998046875,46.1216812133789,1
1/20/20 19:45:43,51.53767013549805,45.98231887817383,3
3/13/20 07:35:13,51.57704162597656,45.96416854858398,0
1/24/20 19:54:45,51.47256851196289,46.11677169799805,9
1/20/20 14:51:04,51.5547103881836,45.99835968017578,0
2/13/20 22:19:33,51.59494018554688,45.95346069335938,0
1/22/20 08:36:23,51.49816131591797,45.94129943847656,0
2/20/20 15:18:56,51.502708435058594,45.94704055786133,0
2/11/20 15:49:01,51.60639953613281,45.97724151611328,5
1/29/20 23:58:14,51.53110122680664,46.02381134033203,2
3/2/20 07:32:19,51.552650451660156,46.009849548339844,0
3/4/20 15:07:31,51.59637069702149,45.93378829956055,2
1/23/20 16:40:43,51.5577392578125,45.98904037475586,0
2/22/20 17:43:07,51.487831115722656,46.1375617980957,0
3/9/20 19:59:56,51.5165901184082,46.00836181640625,1
2/2/20 07:15:50,51.52531814575195,46.035011291503906,0
1/25/20 16:43:41,51.49253845214844,46.12865829467773,2
2/23/20 22:20:27,51.59624099731445,45.97377014160156,0
2/26/20 08:23:17,51.58298873901367,45.97797012329102,1
2/24/20 19:59:10,51.54100036621094,46.01298141479492,2
2/20/20 19:55:10,51.574378967285156,46.07226943969727,3
2/16/20 07:02:04,51.534889221191406,45.97554016113281,2
2/12/20 10:54:43,51.530540466308594,45.98590087890625,1
2/9/20 13:09:16,51.57730102539063,46.01049041748047,2
1/31/20 00:23:09,51.524681091308594,46.02421188354492,0
1/31/20 21:09:52,51.56193923950195,45.99206161499024,1
1/22/20 16:06:13,51.60227966308594,46.010520935058594,1
2/22/20 18:21:00,51.53982925415039,46.01755142211914,0
1/28/20 07:09:28,51.56021118164063,45.97785186767578,2
2/9/20 00:38:06,51.522361755371094,45.99283981323242,1
2/14/20 21:57:04,51.6119384765625,46.01099014282226,0
1/22/20 17:46:51,51.52563095092773,46.03841018676758,2
2/9/20 16:41:24,51.60712051391602,46.16252136230469,3
2/1/20 19:59:17,51.52907180786133,45.97301864624024,1
1/24/20 13:58:08,51.53554153442383,46.00423812866211,3
1/22/20 05:43:02,51.51562118530274,45.99116134643555,2
2/25/20 08:23:34,51.52946090698242,46.05537033081055,2
2/11/20 01:16:39,51.53453063964844,46.02695846557617,0
3/11/20 14:38:51,51.53913116455078,46.04375076293945,0
3/7/20 17:35:09,51.60602188110352,45.97877883911133,7
2/24/20 20:05:45,51.529029846191406,46.04069900512695,2
3/1/20 20:19:30,51.56924819946289,45.97922134399414,1
2/1/20 13:49:02,51.61101913452149,45.9809799194336,0
3/16/20 14:26:00,51.51876831054688,45.99365997314453,3
1/23/20 13:52:35,51.60334014892578,46.01824188232422,0
2/9/20 16:16:01,51.54653930664063,46.015419006347656,3
2/18/20 07:40:36,51.53517150878906,46.01266098022461,1
3/14/20 02:10:31,51.53351974487305,46.04069137573242,0
1/21/20 22:15:12,51.53752136230469,46.02426147460938,3
2/1/20 14:26:59,51.50291061401367,45.94723129272461,0
1/31/20 06:22:19,51.50513076782226,45.912841796875,1
3/12/20 19:52:26,51.54793167114258,46.007530212402344,2
3/5/20 11:42:02,51.48202133178711,46.1013298034668,1
2/6/20 08:45:43,51.5459213256836,45.99906921386719,0
3/9/20 18:27:01,51.49377822875977,45.92987823486328,3
3/15/20 17:24:44,51.53215026855469,46.05052185058594,0
1/28/20 18:02:17,51.537841796875,45.98324966430664,4
2/29/20 20:09:50,51.531700134277344,45.97679138183594,2
1/25/20 12:07:43,51.53646087646485,45.99745178222656,0
2/6/20 13:29:15,51.53493881225586,45.97745132446289,0
2/16/20 14:35:35,51.6126594543457,46.01340103149414,3
1/26/20 18:50:27,51.53667068481445,46.02222061157226,0
2/15/20 16:29:56,51.58832168579102,45.9683609008789,0
2/1/20 14:01:57,51.59698104858398,45.92013931274414,1
2/10/20 09:09:31,51.56895065307617,46.00077819824219,1
2/16/20 08:00:47,51.53598022460938,46.016151428222656,1
2/18/20 16:58:05,51.488990783691406,46.10123825073242,0
2/14/20 07:43:28,51.534339904785156,46.01626968383789,0
1/24/20 18:22:44,51.5683708190918,45.96466064453125,1
2/12/20 16:01:13,51.55366897583008,46.00867080688477,1
2/5/20 20:20:33,51.49565124511719,46.11545944213867,3
2/11/20 07:34:47,51.5278205871582,46.04684829711914,0
2/4/20 18:15:04,51.49821853637695,46.15053939819336,0
2/22/20 22:00:12,51.46648025512695,45.92641830444336,0
3/10/20 13:58:23,51.49425888061523,46.1249885559082,1
3/13/20 15:22:48,51.47668075561523,46.13837814331055,3
2/3/20 10:26:23,51.52613830566406,46.034629821777344,0
3/1/20 09:26:11,51.57073974609375,45.99607849121094,0
2/21/20 21:58:56,51.49665069580078,45.93632888793945,1
2/19/20 08:32:18,51.50733947753906,45.931800842285156,1
3/16/20 15:17:23,51.53506088256836,46.00545883178711,1
3/7/20 22:26:33,51.4971694946289,46.08951187133789,0
2/18/20 21:56:41,51.53353881835938,46.0035400390625,2
1/20/20 17:59:30,51.47737121582031,46.14337158203125,6
3/16/20 20:10:57,51.5724105834961,46.068359375,0
3/6/20 13:27:22,51.49314880371094,45.93323135375977,4
2/4/20 09:40:02,51.56988143920898,45.96577835083008,2
1/20/20 07:40:49,51.5260009765625,46.04523849487305,1
2/13/20 18:16:22,51.59983825683594,45.998130798339844,0
2/26/20 15:10:34,51.54508972167969,45.968650817871094,10
2/11/20 14:50:18,51.60580825805664,46.01396179199219,0
2/7/20 20:39:39,51.47819137573242,45.90176010131836,3
3/6/20 17:21:56,51.523841857910156,46.02677917480469,0
2/2/20 12:24:17,51.58378982543945,45.95384979248047,0
2/11/20 14:20:58,51.595741271972656,45.93413162231445,1
2/18/20 14:19:12,51.52376174926758,46.00434112548828,0
3/14/20 08:30:07,51.56940841674805,45.9654312133789,2
3/5/20 12:37:02,51.49592971801758,46.11489868164063,1
1/29/20 10:56:32,51.53532028198242,46.02796173095703,0
1/24/20 22:29:19,51.60124969482422,45.97574996948242,0
1/25/20 09:39:35,51.5688705444336,46.000770568847656,9
1/20/20 15:15:30,51.57801818847656,45.955039978027344,5
2/20/20 12:22:20,51.55210876464844,46.05514144897461,1
3/1/20 19:21:03,51.52917861938477,45.969139099121094,0
